Year,State,Hospital_Type,ED_Wait_Min,Seen_On_Time_Percent,Admissions,Readmission_30_Days_Percent,Mortality_Per_1000,Avg_Cost_Per_Patient_AUD,Doctors,Nurses,ICU_Beds,Patient_Satisfaction_Percent,Profit_Million_AUD
2023,WA,Public,20.7,78,139496,14.14,3.52,13374,272,961,50,75,27.62
2023,TAS,Private,31.4,65,129934,17.31,2.45,9182,308,519,15,80,78.78
2023,NSW,Public,30.2,89,77089,9.28,2.62,9083,238,376,107,69,23.96
2024,ACT,Public,27.9,77,131964,8.59,6.88,10970,355,783,82,63,44.96
2024,SA,Private,24.4,71,36608,16.8,2.23,5094,427,1752,50,67,-14.96
2022,QLD,Private,27.9,55,148713,5.85,5.95,9238,651,1383,18,78,45.33
2023,VIC,Public,21.5,69,86273,10.54,3.64,6032,392,781,17,68,65.14
2023,QLD,Public,29.3,86,36619,12.59,7.23,4548,205,1848,113,89,74.25
2025,VIC,Public,33.2,63,98006,13.41,4.91,11559,761,1967,22,76,79.73
2024,QLD,Private,30.4,69,135399,15.93,3.83,3064,104,1756,28,74,8.22
2023,VIC,Private,21.4,82,107908,10.32,5.11,6299,491,1358,107,63,37.54
2022,TAS,Private,26.8,78,101653,14.19,4.29,7849,734,1998,105,65,25.07
2022,WA,Private,18.5,89,34779,13.78,5.39,8639,249,310,58,75,36.38
2023,VIC,Public,27.9,76,71040,13.21,2.69,5035,452,1198,109,85,-4.25
2024,NT,Public,27.3,81,114830,14.61,7.98,14055,663,957,91,82,65.61
2022,VIC,Public,15.7,73,76325,8.89,4.55,13068,712,482,75,72,70.96
2025,NSW,Public,19.2,66,135947,6.27,4.09,8674,672,1743,100,76,24.97
2022,VIC,Public,23.6,74,41630,6.79,6.26,5228,652,1942,68,86,8.04
2021,NSW,Public,23.5,55,125575,8.37,4.18,8620,226,393,62,81,-5.92
2021,SA,Private,19.0,75,135436,12.5,7.0,3596,498,1166,61,78,48.38
2024,TAS,Private,26.9,55,32178,17.61,4.73,6606,792,1270,90,94,11.22
2023,NSW,Public,26.3,64,39935,15.52,6.32,13866,590,1177,24,72,70.95
2024,WA,Public,24.0,86,67258,16.84,2.64,6889,350,541,130,73,47.1
2024,ACT,Private,21.2,93,42784,10.26,7.08,6506,756,1465,14,90,44.57
2024,TAS,Private,30.2,76,83722,11.07,6.41,13026,356,721,144,61,35.94
2024,NSW,Private,33.3,72,43027,10.91,3.27,4395,316,1593,27,73,-15.42
2025,TAS,Private,22.6,86,116544,7.88,2.87,12778,263,1000,65,68,73.19
2025,NT,Public,21.9,81,77853,5.92,3.9,10529,643,1102,84,69,42.79
2022,TAS,Public,27.5,82,132167,13.86,7.86,11303,689,330,105,66,79.41
2021,TAS,Public,23.2,72,87359,19.84,3.54,3452,532,1493,123,87,33.74
2024,SA,Public,24.3,93,92388,7.5,4.74,13995,311,1013,110,84,51.01
2022,WA,Public,28.7,83,98608,5.7,2.18,10336,116,260,37,87,-14.38
2021,QLD,Private,15.5,72,96669,16.69,4.38,5631,623,363,59,61,43.17
2023,QLD,Public,31.6,62,35111,8.79,5.43,5186,182,1748,11,76,56.46
2025,NSW,Private,25.4,85,52312,17.44,7.72,8967,698,471,77,63,57.85
2021,TAS,Public,22.9,88,149321,15.56,5.1,9374,589,1943,137,72,57.01
2023,NSW,Public,24.6,61,44161,19.19,6.91,8358,561,1981,86,77,2.63
2021,SA,Public,24.8,90,138920,11.13,5.28,7348,260,332,33,62,77.54
2025,SA,Public,16.3,72,124823,14.93,2.24,13196,766,1467,121,92,79.52
2025,VIC,Public,32.5,92,145014,11.97,3.89,4459,302,1197,128,83,-12.44
2022,NT,Private,25.2,63,87313,14.46,5.45,4942,87,1657,45,67,73.64
2024,SA,Private,27.2,63,70374,11.74,7.7,14685,92,237,11,94,8.94
2021,VIC,Private,29.8,62,44014,7.83,7.15,8422,678,1791,136,61,48.93
2021,WA,Public,19.9,89,100308,12.62,3.37,13049,454,1542,114,92,13.81
2023,NSW,Public,27.4,72,66389,12.93,3.32,8196,751,1733,27,71,76.78
2025,ACT,Private,23.7,59,130163,17.16,3.21,3061,95,1599,17,81,-9.85
2021,WA,Public,29.2,68,38161,16.03,7.53,4494,503,1783,24,72,29.77
2025,SA,Public,14.4,82,127800,14.96,7.12,4180,727,816,32,69,22.8
2021,WA,Private,24.5,84,27490,6.7,6.65,9268,354,673,102,76,12.6
2022,WA,Public,22.0,58,139547,15.81,4.36,5788,764,258,58,64,44.55
2024,NT,Private,27.2,93,127197,12.5,5.03,13067,282,788,73,68,-6.89
2021,NT,Public,27.4,74,44502,18.41,4.79,13400,294,698,43,72,51.67
2025,NT,Private,21.5,79,55757,18.8,3.52,7636,770,1441,27,82,78.06
2022,WA,Public,21.4,82,61111,5.83,5.03,7721,344,766,73,89,60.46
2021,SA,Public,24.4,66,118273,17.31,2.18,8710,432,766,115,63,66.0
2023,ACT,Private,20.5,56,103245,5.57,2.79,10702,207,1352,83,80,15.96
2024,TAS,Public,29.2,68,78645,10.51,7.32,3105,454,1103,111,68,12.49
2021,WA,Public,23.2,76,130218,13.13,6.51,12346,50,582,26,66,31.7
2022,VIC,Private,10.5,85,79055,7.22,4.54,14620,266,1611,61,75,-15.43
2023,SA,Public,23.1,77,139815,16.19,5.1,7087,556,284,73,82,74.54
2022,WA,Private,19.8,74,28998,5.13,4.22,12900,630,1733,43,82,-5.62
2022,ACT,Public,16.8,92,48906,7.53,6.44,14015,79,1949,104,90,70.3
2023,TAS,Public,18.8,58,121026,13.71,6.71,6925,676,826,96,64,-11.64
2022,NT,Public,25.5,69,90192,15.72,6.58,4908,569,1660,111,65,62.26
2023,SA,Public,31.6,78,70477,18.75,6.34,5049,324,1025,149,60,-4.8
2021,QLD,Private,26.6,79,56901,15.58,3.23,12466,541,492,85,87,-16.19
2023,TAS,Public,22.0,55,111271,15.08,4.03,12137,85,1272,28,77,51.95
2023,VIC,Private,27.3,61,72021,10.92,4.82,11172,360,1290,146,83,8.03
2024,WA,Public,22.7,85,49092,5.02,3.98,6904,93,986,83,72,51.45
2023,ACT,Public,21.5,66,21242,6.8,6.53,13419,204,328,59,92,35.51
2023,QLD,Public,19.2,59,126843,13.02,3.98,6796,126,228,48,69,-9.12
2021,ACT,Public,16.2,92,21831,15.13,2.83,3292,639,1566,147,66,73.21
2024,QLD,Private,23.1,66,70721,11.26,4.39,13414,662,1768,21,91,25.23
2025,SA,Private,25.8,93,48511,15.96,7.88,9266,487,1342,88,81,53.44
2021,QLD,Private,24.5,72,92782,12.83,3.36,9370,481,891,24,75,30.1
2021,VIC,Private,22.9,56,117003,6.11,5.67,13683,591,1886,37,83,40.44
2025,VIC,Public,20.3,64,38302,7.88,4.6,13667,88,332,141,73,10.28
2023,NSW,Private,28.0,69,75568,17.6,2.43,7860,288,1550,45,70,0.04
2022,VIC,Private,18.4,84,23232,15.87,4.93,6729,62,1408,128,78,34.26
2024,TAS,Public,28.9,71,122062,18.42,6.21,10962,171,1729,74,82,24.02
2022,QLD,Public,20.0,58,124301,6.76,5.08,8510,193,845,107,93,19.01
2025,VIC,Public,21.2,61,71507,19.85,7.23,11619,733,888,56,72,47.26
2021,SA,Public,17.7,85,144277,8.14,3.73,9761,504,733,90,87,49.05
2021,ACT,Private,22.5,93,149999,5.18,2.52,14164,417,1464,48,75,-15.41
2024,NT,Private,29.9,88,96508,19.96,7.62,9110,296,1812,47,87,13.87
2021,ACT,Public,27.6,60,133672,9.22,4.27,9955,94,1939,53,63,21.18
2021,NSW,Public,29.9,92,120128,15.02,5.46,3106,424,715,106,87,-10.31
2024,ACT,Public,27.6,88,30683,7.65,6.75,14811,340,1159,133,71,3.59
2024,QLD,Private,19.5,69,43664,13.7,3.95,7754,256,364,35,75,-14.84
2025,NSW,Private,23.3,68,122364,18.56,6.3,14525,568,1126,106,79,79.62
2021,QLD,Public,21.1,60,140012,9.8,2.81,8278,291,1132,10,85,53.66
2021,SA,Public,31.7,91,53172,15.05,3.75,9408,671,1863,62,85,-11.25
2025,NSW,Private,19.0,86,103641,7.82,2.87,10635,163,756,15,81,-17.98
2023,WA,Public,29.5,57,84340,14.37,6.87,4225,351,1441,46,68,51.93
2023,TAS,Public,29.5,57,107236,10.05,3.34,7250,325,1970,11,64,23.92
2023,TAS,Private,34.1,76,31017,8.17,6.3,14560,145,1871,132,76,58.68
2025,QLD,Public,23.0,76,56613,9.7,7.66,3895,343,879,78,93,72.35
2021,ACT,Private,28.6,64,106130,7.68,5.17,4620,750,1192,22,61,39.93
2025,NT,Public,36.4,57,96920,18.53,5.24,8088,409,1972,78,66,-1.29
2025,NT,Public,21.9,66,50348,10.96,4.77,13484,337,1828,75,72,58.22
2023,WA,Private,17.3,83,36448,8.68,3.96,8419,203,1228,68,79,75.58
2022,NSW,Private,15.6,71,29491,11.73,4.85,4385,619,1891,77,89,38.02
2021,WA,Public,28.6,61,98648,9.81,5.62,14784,472,956,68,89,48.2
2023,WA,Private,15.6,67,141070,16.17,7.92,5433,99,1304,126,70,13.75
2022,ACT,Public,23.1,56,116557,19.57,7.63,13998,256,1470,19,90,18.15
2022,NT,Public,27.2,58,78759,11.57,7.17,14575,613,1054,139,62,53.47
2024,NSW,Private,25.9,64,64553,17.92,7.33,4301,711,692,24,61,72.78
2021,SA,Public,27.1,93,20968,13.49,4.81,9858,614,848,55,62,42.9
2022,ACT,Public,26.1,78,20368,7.36,5.94,11950,262,1609,147,74,58.98
2023,WA,Private,31.4,71,93960,15.36,7.37,11938,115,1798,98,76,-2.84
2024,WA,Private,20.2,60,55010,12.7,4.36,11784,281,1191,86,66,1.2
2021,SA,Public,21.6,73,74154,14.76,7.77,8644,712,1530,145,64,33.2
2025,WA,Private,21.1,59,55851,18.35,4.49,14078,766,827,119,93,-2.34
2023,WA,Private,29.2,86,142761,11.61,5.61,8088,369,824,106,92,43.5
2022,WA,Private,29.5,64,45496,18.52,6.26,12260,186,742,54,75,9.17
2022,TAS,Private,27.3,63,143568,16.26,7.7,8440,696,206,100,62,59.15
2023,ACT,Public,30.9,81,147152,12.33,3.47,10493,615,1153,123,80,60.81
2022,VIC,Public,19.1,67,50936,14.05,6.48,9291,114,714,82,67,26.38
2024,ACT,Public,33.3,73,98858,9.88,5.12,6307,563,954,44,81,-1.92
2021,SA,Private,32.6,75,87005,19.75,3.61,11894,181,1791,51,64,44.68
2024,WA,Private,28.7,78,57493,15.01,6.66,7708,383,272,142,76,79.28
2022,ACT,Private,33.9,92,89795,5.66,5.31,3104,81,209,36,73,42.26
2025,TAS,Private,16.7,58,56390,9.9,5.97,12689,547,1796,41,87,-16.42
2021,NT,Private,22.4,78,30292,14.35,3.94,6833,292,761,145,90,-18.27
2021,SA,Private,21.3,89,112377,5.84,4.89,3395,241,321,112,76,12.04
2023,QLD,Private,28.6,57,48365,5.36,5.7,6517,191,886,94,94,-0.42
2023,ACT,Public,19.7,58,37207,11.75,4.43,13845,709,712,87,81,61.31
2025,QLD,Public,28.8,91,121735,9.99,3.19,6291,650,1189,53,88,64.48
2021,WA,Private,31.9,94,42912,11.57,7.77,5010,610,640,41,69,5.86
2025,TAS,Private,28.5,89,122455,8.94,5.07,13180,697,1261,37,77,12.56
2023,TAS,Private,26.4,85,122517,7.47,6.4,7537,240,901,86,94,3.62
2023,ACT,Public,20.1,79,100771,15.34,4.47,12860,198,790,27,75,70.84
2021,SA,Public,20.8,94,76572,12.72,4.13,7968,648,1568,112,66,30.26
2024,SA,Private,31.2,67,127293,8.0,4.44,7762,465,1561,79,89,45.61
2022,TAS,Private,28.9,58,119083,9.79,4.46,4051,569,1925,128,78,21.55
2023,SA,Public,24.8,68,133655,13.88,5.27,5841,784,1407,148,82,43.1
2023,TAS,Public,22.9,67,129346,6.08,5.26,9618,65,266,106,67,18.59
2024,ACT,Public,14.9,81,39276,7.21,4.98,7723,155,216,145,76,13.97
2024,VIC,Public,19.6,60,117459,6.1,2.81,10472,332,1606,44,80,43.45
2025,TAS,Private,34.6,71,25534,17.18,4.98,10913,153,567,78,85,39.11
2025,QLD,Public,18.6,90,112005,16.29,3.01,8524,410,1103,135,87,9.35
2022,SA,Public,25.9,94,121610,16.3,2.76,6584,707,1539,108,92,-5.07
2022,TAS,Private,30.0,89,55670,15.74,7.6,11539,84,1720,87,78,16.86
2021,TAS,Public,18.7,71,82147,15.04,5.63,4263,162,920,120,88,21.52
2025,ACT,Public,25.9,56,118099,12.15,5.96,7665,357,1568,26,79,42.87
2023,SA,Public,29.7,67,131695,14.63,4.41,11014,102,1157,149,79,71.45
2025,VIC,Private,25.1,56,56486,5.58,7.45,13934,130,1776,13,69,-16.38
2023,ACT,Public,39.3,82,85557,14.32,5.83,13265,665,1107,101,71,4.37
2024,VIC,Private,16.7,80,54268,16.67,6.62,14340,418,1188,84,92,-0.63
2025,NT,Private,30.3,76,127338,12.51,4.21,4351,291,672,112,84,30.23
2024,ACT,Public,24.1,57,101335,10.36,7.76,9980,80,314,33,84,22.97
2022,SA,Public,28.9,89,46336,9.16,6.92,14013,753,299,74,63,52.9
2022,NSW,Public,27.2,66,23641,14.64,7.12,10190,410,637,126,63,4.24
2021,SA,Public,21.3,78,107132,15.39,3.03,6827,282,1568,91,68,39.45
2025,SA,Private,26.1,59,52959,18.06,3.63,11861,659,548,15,74,68.39
2024,VIC,Public,15.7,74,33306,10.14,3.71,5646,83,338,75,85,71.07
2023,VIC,Public,28.0,93,66182,16.55,3.63,3266,292,1027,76,74,75.88
2022,SA,Public,26.5,93,94123,13.42,7.13,12630,108,523,81,85,57.33
2022,SA,Private,28.2,67,76326,18.24,2.19,13885,578,1045,104,87,70.6
2023,SA,Public,30.3,66,116895,12.92,2.46,10434,127,1525,57,66,3.45
2024,VIC,Public,26.8,67,41498,12.76,3.64,4022,767,493,79,91,-0.24
2024,SA,Private,25.7,64,90198,13.67,3.2,10947,351,1752,87,71,-19.35
2025,SA,Private,20.6,87,122630,16.24,3.39,5037,727,1167,76,94,50.68
2025,NT,Public,21.4,94,127369,19.47,6.79,11756,161,1515,74,91,73.75
2021,WA,Public,30.9,70,47197,6.1,5.38,10778,462,273,72,68,-1.31
2022,NSW,Public,32.2,89,40719,5.8,2.03,4059,366,1998,55,73,43.69
2025,QLD,Public,23.8,57,110201,19.06,4.58,4424,194,683,82,72,54.65
2024,NSW,Public,25.2,59,128775,12.95,4.45,7123,717,215,80,92,72.76
2023,WA,Private,20.5,80,45032,14.22,2.68,3219,739,1749,119,91,44.69
2024,QLD,Private,30.9,65,79624,12.24,6.06,3405,697,1559,72,78,77.03
2022,ACT,Public,28.3,61,98177,6.4,6.21,12829,67,992,50,89,14.47
2024,SA,Public,34.7,64,61964,16.52,6.33,5318,400,715,16,75,14.99
2021,WA,Private,20.6,88,50028,16.21,6.37,12951,204,1124,146,71,34.3
2022,NT,Public,23.1,57,131030,9.68,2.0,12866,555,1350,13,69,18.35
2023,ACT,Public,26.2,62,74646,9.59,7.72,11983,409,1023,98,61,-19.86
2021,SA,Public,28.2,85,101187,17.57,6.89,14774,381,717,143,77,53.18
2022,VIC,Public,23.9,65,28536,6.09,7.42,8058,577,328,91,72,55.17
2023,TAS,Public,20.6,61,137399,18.22,2.09,4309,61,710,30,88,54.7
2021,WA,Private,29.4,56,76747,8.85,7.6,10621,124,622,137,83,14.5
2021,VIC,Public,28.6,60,65712,13.89,6.86,7929,261,584,114,71,32.23
2022,WA,Public,20.4,86,26273,19.04,7.02,12522,740,431,113,88,16.0
2025,NT,Public,31.8,74,91820,15.17,2.56,11702,690,1158,77,81,-18.4
2021,WA,Private,30.9,88,145342,11.22,6.43,13764,332,1024,119,60,36.24
2021,VIC,Private,25.7,70,111228,15.34,7.76,11683,244,1418,75,93,-7.62
2023,NT,Private,25.4,79,94353,10.16,6.07,4617,79,264,36,93,-12.0
2024,QLD,Private,27.8,66,114491,9.16,5.42,13248,58,1032,69,92,55.55
2022,NSW,Public,20.7,61,112091,19.95,7.67,4520,358,814,127,63,-19.05
2022,SA,Private,25.2,93,105914,16.26,4.66,10892,494,1500,53,89,75.9
2025,WA,Public,14.2,71,70830,14.67,5.6,4583,359,1893,45,79,31.53
2025,SA,Public,29.4,65,126718,10.33,4.86,9704,726,1447,28,85,78.3
2022,TAS,Private,17.2,60,37127,5.74,7.6,10988,754,1000,100,74,-14.2
2025,VIC,Private,32.5,77,135150,5.47,2.46,9583,475,477,54,66,38.35
2023,SA,Private,23.3,81,103488,13.31,5.01,4575,753,1917,107,66,14.93
2022,VIC,Private,23.9,60,31539,16.43,6.12,9935,640,565,28,88,64.35
2025,SA,Private,21.9,92,66761,13.06,6.75,12953,740,715,50,82,16.12
2022,NSW,Public,23.6,56,66219,17.61,5.5,13183,140,1438,35,93,6.05
2024,NSW,Private,32.1,76,34692,5.5,7.45,14371,505,638,37,79,65.76
2021,NT,Private,12.6,74,103656,10.5,7.65,14518,493,627,73,74,17.47
2022,NSW,Private,31.4,79,33334,8.56,2.39,9176,776,928,77,92,-18.32
2021,NT,Public,26.7,69,48615,11.71,4.41,12238,128,595,89,76,19.03
2025,NSW,Private,19.0,83,27903,6.09,2.14,14084,524,1432,60,79,45.45
2021,NSW,Public,19.6,62,48527,19.31,3.98,5613,152,1724,111,72,5.44
2022,NSW,Private,33.4,91,35629,8.35,5.22,6892,672,1686,19,83,23.2
2024,VIC,Private,20.3,87,141690,18.83,7.46,11653,505,785,109,66,-14.33
2025,WA,Public,19.2,76,78008,11.39,7.08,9733,363,1450,131,67,38.81
2022,NT,Private,30.7,59,103276,19.78,2.76,7431,296,574,73,82,55.63
2025,SA,Public,26.7,93,119318,13.31,2.56,11112,283,1723,133,73,21.33
2023,NSW,Public,20.3,72,46708,18.96,5.54,4381,643,1147,28,63,22.02
2021,VIC,Public,26.1,92,30860,5.08,5.19,12337,693,292,85,80,-11.17
2023,VIC,Private,19.9,91,37438,16.22,3.6,6515,284,1683,71,69,0.19
2022,VIC,Private,30.5,84,87300,18.55,7.4,7454,436,1800,34,81,-4.53
2024,NT,Private,30.3,85,149263,7.1,7.56,10769,660,520,98,89,28.17
2025,WA,Public,27.7,64,91545,6.44,4.42,9489,87,1233,101,89,32.93
2021,NT,Private,26.8,69,40842,11.37,7.34,11384,210,1113,51,75,74.89
2025,SA,Public,33.8,72,80213,19.01,4.3,6534,511,1526,126,70,-12.68
2022,WA,Private,25.0,77,62372,13.14,6.42,3755,498,1545,48,81,39.99
2025,QLD,Public,19.1,87,134316,12.91,4.86,12876,166,1679,142,88,32.65
2021,ACT,Public,27.2,70,118971,7.12,2.74,5525,290,1501,90,84,31.62
2022,VIC,Public,35.4,92,88906,5.01,7.57,3827,75,1821,116,73,67.32
2025,NT,Private,19.9,89,58744,17.15,4.72,12081,697,1761,120,73,0.55
2024,QLD,Public,23.2,88,136082,6.31,6.41,7748,611,1953,30,61,-15.92
2022,TAS,Public,27.1,82,77442,14.51,4.2,13647,347,1616,59,72,47.23
2022,NT,Public,24.7,56,149070,18.72,2.11,5333,203,1116,130,62,14.52
2024,NSW,Public,20.1,84,105990,8.13,2.6,7946,781,294,143,89,-18.24
2023,ACT,Public,30.6,67,141670,14.98,4.98,11302,701,1979,59,77,5.14
2021,NSW,Public,36.6,70,126917,6.18,6.14,11046,517,1158,124,80,10.93
2023,WA,Private,26.0,59,123903,14.06,4.01,11984,98,1330,10,78,41.68
2025,ACT,Private,20.5,82,23650,7.46,6.17,10181,703,1613,39,75,-2.74
2024,NT,Public,17.3,93,65117,16.04,6.19,13835,95,1983,116,87,21.31
2023,SA,Private,26.3,74,111244,9.52,6.22,6414,724,1749,57,63,28.25
2022,QLD,Private,30.5,78,128198,11.95,4.96,12501,334,1896,96,74,25.92
2025,SA,Public,27.4,81,72772,13.99,7.49,9457,677,270,138,60,77.39
2025,NT,Public,25.0,84,23190,7.57,4.94,9749,131,863,28,75,-15.45
2023,WA,Public,22.1,81,68113,16.12,4.7,3296,93,1168,55,79,75.1
2023,NSW,Private,19.5,80,28789,9.54,3.2,12821,755,786,139,92,38.19
2024,ACT,Public,29.2,61,52125,14.94,3.85,3568,322,1599,65,76,59.57
2021,SA,Private,29.6,92,118695,7.37,2.25,8283,443,926,101,64,23.04
2023,NT,Public,17.3,59,37459,15.32,5.8,10664,644,567,91,64,25.38
2023,SA,Private,32.9,77,55418,6.92,3.49,10511,107,250,88,72,67.93
2022,NT,Public,27.9,82,131904,11.38,3.82,8465,614,1366,114,89,69.59
2025,NSW,Public,32.0,88,67085,8.71,6.62,11263,50,1642,36,63,3.87
2021,ACT,Private,18.3,69,38768,16.23,3.96,7382,265,1771,64,82,-0.08
2022,QLD,Private,18.2,86,69961,8.93,3.45,3065,366,1723,69,80,29.62
2024,NSW,Private,24.3,80,101099,18.23,3.01,3879,277,1187,118,80,70.03
2024,SA,Private,27.5,85,142735,18.38,6.65,11259,522,1390,129,65,12.24
2023,QLD,Private,34.0,73,47885,7.95,2.78,12408,533,1971,94,83,45.2
2023,NT,Private,28.5,63,107421,14.21,4.72,10222,720,459,95,90,50.82
2024,QLD,Public,23.8,83,81082,6.32,5.04,14219,336,1415,126,78,57.87
2023,NT,Private,19.9,93,26895,10.87,6.12,8069,560,1425,117,71,36.39
2021,NSW,Public,31.2,58,70311,15.7,5.8,6239,627,1997,84,73,20.25
2023,SA,Public,20.2,57,109494,14.89,6.86,14672,507,1408,128,71,76.7
2025,WA,Private,33.1,83,87067,14.37,2.27,3507,144,357,16,74,41.13
2023,SA,Public,23.6,65,91017,9.24,3.78,10704,542,1981,84,78,52.86
2022,NT,Private,33.0,87,43932,10.67,3.68,14906,199,1845,67,87,14.5
2021,VIC,Private,28.4,92,41360,6.54,2.88,14076,72,298,25,64,46.99
2022,ACT,Public,24.3,65,74847,15.79,3.74,4125,264,440,36,64,5.78
2022,TAS,Public,22.4,81,129178,12.56,3.86,3885,448,1714,60,65,4.51
2025,WA,Private,23.3,87,110365,15.63,5.13,5841,459,401,84,82,51.47
2021,QLD,Private,27.1,75,105468,8.73,5.98,10975,180,833,96,62,32.14
2021,WA,Public,25.4,93,146065,9.87,4.29,9565,197,1732,132,92,48.33
2021,ACT,Public,22.0,85,58931,10.01,6.32,9083,430,1852,85,80,6.94
2021,QLD,Public,24.2,92,75823,5.39,4.02,7870,158,1319,49,79,39.87
2021,ACT,Public,25.4,56,58032,10.12,3.74,5525,601,945,76,60,24.39
2025,QLD,Private,14.4,81,135919,17.05,5.25,12117,170,689,139,76,39.7
2023,WA,Private,27.3,90,101426,18.46,2.14,7215,344,778,111,88,9.09
2022,QLD,Private,20.1,65,38807,12.77,2.48,4938,169,1441,102,67,51.55
2021,QLD,Private,19.2,72,31767,11.83,4.51,14554,505,726,119,85,60.59
2023,VIC,Public,16.6,55,28071,5.46,7.66,6232,579,472,91,87,5.99
2023,SA,Public,16.0,89,73413,18.19,6.33,6744,218,1442,87,93,10.06
2022,SA,Private,18.2,89,46149,5.2,2.53,9221,759,985,11,85,46.12
2025,TAS,Private,21.5,85,35540,19.17,7.08,6465,192,1882,74,72,49.56
2024,TAS,Private,34.8,82,121212,12.34,6.39,3440,86,1555,29,72,50.41
2024,NT,Private,22.4,93,90248,10.13,5.67,14803,747,652,43,84,48.27
2023,NT,Private,25.9,55,141443,18.86,6.92,3461,310,1375,50,82,19.28
2022,NT,Private,27.0,79,111737,5.37,4.42,11803,280,546,32,81,19.49
2024,VIC,Private,25.7,92,130494,13.72,3.33,8413,303,1015,47,80,5.48
2023,TAS,Private,24.6,74,138571,13.23,5.07,14663,378,613,76,89,-4.32
2025,ACT,Private,19.0,57,105435,8.29,5.29,8755,346,1750,71,70,49.26
2024,NT,Public,32.3,56,39787,11.43,5.23,8012,59,630,149,63,-10.68
2023,NT,Private,34.0,72,40982,14.78,5.39,6163,495,578,39,92,73.78
2023,WA,Public,16.6,64,139696,15.91,7.69,9752,279,1197,96,71,62.67
2021,NSW,Public,19.9,59,42606,5.01,7.41,3005,585,1094,127,68,65.75
2025,ACT,Private,23.6,63,147560,19.05,7.25,7776,127,627,15,91,70.67
2021,NT,Private,20.2,56,30150,7.47,6.81,10038,474,1307,84,70,20.86
2022,NT,Public,27.5,88,105929,8.5,7.66,9414,242,391,141,83,64.67
2021,NT,Public,21.4,92,137423,8.95,2.59,8739,450,240,102,66,-4.19
2021,NSW,Private,35.8,85,122795,5.57,3.59,6970,158,1996,19,67,-17.84
2024,NSW,Public,31.0,64,132223,6.85,4.97,14050,312,1532,60,92,58.49
2023,VIC,Private,26.1,66,66936,19.8,7.08,5606,378,1601,102,84,-12.52
2025,ACT,Private,30.1,90,113286,9.73,5.03,3098,412,335,47,60,78.85
2021,VIC,Private,30.5,75,28593,6.73,6.49,3525,427,305,138,62,47.48
2025,QLD,Public,22.2,60,37358,6.6,2.83,9337,390,718,145,87,55.34
2021,NSW,Public,20.9,57,102143,15.79,3.51,4180,308,1013,111,92,4.58
2022,WA,Private,25.4,64,57381,17.82,6.39,11067,384,1765,90,60,47.39
2021,TAS,Public,29.3,59,141465,8.85,2.99,12881,134,325,92,86,-15.68
2024,WA,Public,25.7,80,110347,5.31,4.11,12330,571,1580,40,94,63.78
2023,TAS,Public,17.1,75,48074,8.35,3.59,7491,620,599,30,69,-3.04
2022,NSW,Public,21.0,80,40595,5.85,4.1,8922,357,278,140,71,49.74
2021,NSW,Public,24.6,92,64194,6.55,6.25,6071,311,588,135,69,2.45
2025,NSW,Public,24.6,80,69377,11.47,4.21,8641,680,1802,44,93,-13.15
2022,VIC,Public,34.9,62,46853,8.45,5.33,14119,729,1758,54,83,28.15
2022,ACT,Private,18.1,59,93719,12.74,2.6,10381,750,1924,68,87,-3.07
2021,TAS,Public,27.5,69,40661,8.8,6.83,5792,501,273,21,81,52.94
2022,ACT,Public,32.4,70,70493,19.11,4.22,7778,300,1228,149,75,3.76
2025,VIC,Public,36.4,55,138724,18.59,5.89,3014,373,1686,42,72,14.25
2022,VIC,Public,23.0,70,126705,13.5,6.35,5415,278,281,30,82,36.74
2025,SA,Public,27.5,91,56495,10.32,3.26,5685,751,1760,69,73,8.5
2021,WA,Public,27.8,57,33703,10.72,7.31,14092,685,975,61,91,17.8
2023,WA,Public,26.0,85,73080,11.18,5.7,12428,645,1190,132,62,61.56
2022,QLD,Public,24.5,67,50815,15.91,4.57,11159,346,1628,115,86,-2.08
2023,NT,Private,27.2,70,49565,11.77,3.09,10926,776,1737,109,78,-11.78
2025,VIC,Public,12.3,75,83321,17.85,7.65,7100,286,477,80,81,12.84
2022,TAS,Public,28.4,56,137491,19.16,6.53,9374,674,1039,144,60,22.44
2024,SA,Public,25.6,81,78453,10.04,3.25,9004,266,423,71,64,34.27
2023,SA,Public,23.9,92,108478,13.41,4.03,8521,295,1807,97,92,17.24
2022,NT,Private,35.2,80,128522,6.43,6.86,14412,497,1291,33,78,58.99
2023,ACT,Private,21.6,92,53161,8.01,6.17,12799,368,1543,49,65,-16.07
2022,NT,Private,23.0,79,75991,11.2,6.59,14755,481,805,85,74,23.18
2021,NT,Private,35.0,65,134296,8.09,4.65,10155,453,218,145,92,18.23
2023,NT,Private,20.8,62,127339,18.15,6.3,6297,86,839,18,83,44.76
2024,WA,Private,22.2,62,29716,7.37,4.32,5633,625,1566,12,86,76.63
2024,VIC,Private,24.3,87,127099,11.83,3.27,6890,780,1817,30,70,31.04
2025,QLD,Private,29.2,61,53349,14.09,5.8,14000,391,1989,104,82,78.69
2022,VIC,Private,26.0,92,67098,15.38,7.86,3791,438,1956,25,92,10.22
2023,ACT,Private,18.5,75,128435,10.75,3.86,12191,83,1566,116,88,-16.91
2025,NSW,Private,22.3,62,20132,18.04,4.77,3151,88,296,102,90,-3.43
2023,NT,Private,22.0,75,71990,13.52,6.04,6063,628,1275,142,60,19.51
